City,Restaurant,Price,Avg ratings,Food type,Delivery time
Hyderabad,Amfah Hotel,200,4.2,"Biryani,North Indian,Chinese",47
Pune,Amhi Kolhapuri,200,3.6,"Maharashtrian,North Indian,Chinese,Tandoor",38
Pune,Amhi Kolhapuri - Shivajinagar Canteen,200,3.7,"Maharashtrian,Indian,Biryani,Beverages",35
Kolkata,Amigo'S Corner,300,2.9,"Chinese,Indian,Pizzas,Pastas,Biryani,Desserts",72
Kolkata,Aminia Restaurant- Golpark,500,4.3,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",67
Kolkata,Aminia- Hatibagan,500,4.3,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",50
Delhi,Amjad Delhi Darbaar,200,2.9,Indian,46
Bangalore,Amma'S Pastries,350,4.4,"Bakery,Desserts",44
Kolkata,Amma'S Pure Veg,250,3.6,"Indian,Rajasthani,Punjabi,Thalis,Desserts,Beverages",95
Chennai,Ammavin Aduppankarai,400,4.1,"Chettinad,Chinese,South Indian",64
Kolkata,Ammi Jaan,300,2.9,"Biryani,Arabian,Desserts",64
Chennai,Ammi'S Biryani,300,2.9,"Biryani,North Indian,Kebabs,Mughlai,Grill,Desserts,Sweets,Beverages",59
Kolkata,Ammini,500,4.3,"South Indian,Kerala",69
Mumbai,Ammu'S Kitchen,500,2.9,Chinese  Biryani  Indian  Tandoor  Desserts,58
Pune,Amrapali,600,4.5,"North Indian,Chinese",40
Chennai,Amrin Biriyani,250,4.3,Biryani,41
Bangalore,Amrita Foods,250,2.9,South Indian,38
Kolkata,Amritsari,300,4.2,"North Indian,Punjabi",45
Delhi,Amritsari Express,200,2.9,North Indian,78
Pune,Amritsari Kulcha And Delhi'S Chaap,500,4.1,"Indian,Afghani,Fast Food,Thalis",58
Surat,Amritsari Zaika,250,3.9,"North Indian,Punjabi,Indian,Combo",47
Hyderabad,Amul Hav Mor @ Ice Crm Den,200,4.1,"Ice Cream,Desserts,Beverages",52
Mumbai,Amul Ice Cream Parlour,200,4.5,Ice Cream,40
Chennai,Amul Ice Creams,300,2.9,Ice Cream,57
Bangalore,Amul Ice-Cream Parlour,200,2.9,Ice Cream,51
Bangalore,Amulya Veg Restaurant,350,2.9,"Chinese,Continental,Jain,North Indian,South Indian",39
Ahmedabad,Anand Ankurwala,300,4.2,"Fast Food,Snacks",34
Ahmedabad,Anand Bhajipav & Pulav (Ankurwala),200,4,"Fast Food,Chinese,Punjabi,South Indian,Snacks",37
Ahmedabad,Anand Bhajipav And Pulav,300,3.7,"Fast Food,North Indian",40
Hyderabad,Anand Bhavan,150,3.7,North Indian  South Indian,59
Kolkata,Anand Food Corner,250,4.2,"Indian,Snacks,North Indian",75
Kolkata,Anand Food Plaza,200,4.1,"North Indian,South Indian",75
Bangalore,Anand Sweets And Savouries,200,4.6,"Sweets,Chaat,Snacks,Desserts,North Indian",39
Pune,Anand Veg,400,4.4,"North Indian,Fast Food,Chinese",36
Kolkata,Ananda Mela Confectionery,300,2.9,"Indian,Bakery,Biryani",75
Chennai,Anburaj Resturant Briyani & Fast Food,250,4.1,"Biryani,North Indian",59
Bangalore,Ancient Chinese House,300,4.1,Chinese,62
Delhi,Ancient Tawa,400,4.1,Indian,65
Pune,Anda 420,200,2.9,Fast Food,75
Pune,Andhra Biryani,300,2.9,"Biryani,Chinese,North Indian",63
Bangalore,Andhra Biryanis,400,4.2,"Andhra,Biryani,Hyderabadi,Chinese,Tandoor",54
Bangalore,Andhra Gunpowder,400,4.3,"Andhra,Biryani",33
Hyderabad,Andhra Gunpowder,280,4.4,Andhra,45
Bangalore,Andhra Home Biriyani,250,2.9,Biryani,70
Delhi,Andhra Kodi Pulao,350,4.3,"Biryani,North Indian,Kebabs",67
Hyderabad,Andhra Meals,200,4,South Indian,46
Hyderabad,Andhra Meals And Rolls Zone,200,2.9,"South Indian,Indian",54
Bangalore,Andhra Mess,250,3.7,"Andhra,South Indian,Biryani,Chinese,Hyderabadi",57
Bangalore,Andhra Ruchulu,500,4.2,"Andhra,Chettinad,Chinese,Desserts,North Indian,Seafood",47
Hyderabad,Angaara,250,3.9,"Indian,Chinese,Tandoor",33
Kolkata,Angie'S Cafe,750,2.9,Beverages  Italian,93
Ahmedabad,Angithi By Mirch Masala,1100,4.3,"Indian,North Indian,Chinese,Punjabi,Beverages",47
Mumbai,Anhad Misal,200,3.8,"Street Food,Maharashtrian",47
Mumbai,Anil Wine N Dine,300,4.4,"North Indian,Chinese,Biryani,South Indian",40
Kolkata,Anir'S,500,4.2,"Indian,Chinese,Tandoor,Biryani,Fast Food,North Indian,Snacks",55
Mumbai,Aniruddha'S,250,2.9,"Indian,North Indian,Biryani",42
Kolkata,Anjali	Caterer,200,2.9,Bengali,93
Bangalore,Anjana Iyengar Bakery And Chats,200,2.9,"Bakery,Desserts,Snacks",57
Bangalore,Anjappar,400,4.1,"Chettinad,Thalis,Biryani,Chinese,Tandoor,South Indian,North Indian",37
Chennai,Anjappar,600,4,"North Indian,Chinese,Chettinad,South Indian,Seafood",34
Ahmedabad,Anjoy Late Night Meals,250,4.1,Indian,37
Pune,Ankur Biryanis,300,2.9,"Biryani,Indian",75
Mumbai,Anna Cafes,260,2.9,"Italian,Fast Food",52
Ahmedabad,Anna Dosa Point,100,2.9,"South Indian,Fast Food,Indian,Beverages",51
Pune,Anna Idli,300,4,South Indian,37
Chennai,Anna Viruksham,180,2.9,"South Indian,Biryani,Combo,Thalis,Tandoor,Ice Cream,Juices,Beverages",47
Mumbai,Annai Dosa Corner,300,2.9,South Indian,55
Chennai,Annanagar Vaishanava'S - Thattu Idli Kadai,200,4.3,"Indian,South Indian,Chinese,Chaat",63
Bangalore,Annapurna,150,2.9,"North Indian,Tandoor,Chinese",60
Pune,Annapurna Catering And Service Provider,300,2.9,"Chinese,Indian",50
Ahmedabad,Annapurna Kitchen,300,2.9,"Indian,Chinese,Thalis",72
Mumbai,Annapurna Meals,250,4.1,North Indian  Sindhi  Punjabi  Thalis,46
Hyderabad,Annapurna Mess,200,3.7,"Indian,Biryani,Chinese",50
Pune,Annapurna Pure Veg,250,4,"North Indian,Fast Food",63
Kolkata,Annapurna Pure Veg Restaurant,250,4.1,"Indian,Chinese,Snacks,Thalis",90
Chennai,Annavilasam Gourmet Veg,200,4.4,"South Indian,North Indian,Oriental,Snacks",56
Kolkata,Anokha Baghicha,300,3.9,"Indian,Chinese",51
Bangalore,Antarastriya,200,2.9,"Chinese,Tibetan,Mexican,Italian-American",53
Chennai,Antari By Soul Garden Bistro,300,2.9,"Bakery,Desserts,Ice Cream,Beverages",57
Hyderabad,Anu Tiffin Center,150,3.9,South Indian,47
Kolkata,Anupama Cloud Kitchen,400,2.7,"Indian,Chinese",57
Hyderabad,Anupama Hotel,250,3.7,"Biryani,South Indian",45
Bangalore,Anupams Coast Ii Coast,1200,4,"Mangalorean,Chinese,North Indian,Mughlai,Punjabi,Awadhi",36
Ahmedabad,Anwar E Hilal Restaurant,250,4,Indian,37
Kolkata,Anytime Pizza,300,2.9,"Italian,Desserts",80
Kolkata,Apanjan,300,2.9,Bengali,76
Mumbai,Aparna,750,4.5,"Mughlai,North Indian,Chinese,South Indian",50
Mumbai,Apeksha Tea And Snacks,140,2.9,"Fast Food,Pizzas,Snacks",52
Ahmedabad,Apna Adda Barbeque  Rolls And Tikkas,300,4.2,"North Indian,Barbecue",40
Kolkata,Apna Dhaba,300,4.1,Indian,61
Mumbai,Apna Dhaba,500,4.4,Indian,55
Bangalore,Apna Ghar,200,2.9,"Punjabi,North Indian,Combo,Thalis",45
Ahmedabad,Apna Punjab Parattha,250,3.8,Indian,50
Ahmedabad,Apnaa Addaa,200,2.9,"Snacks,Beverages",45
Delhi,Apni Rasoi,300,4,"North Indian,Chinese,Tandoor,Snacks,Pastas",35
Delhi,Apni Rasoi (Sector 9 Dc Chowk Rohini),250,4,North Indian,34
Pune,Appas Gurudev Pizza Sandwich Corner,200,2.9,"Pizzas,British,American,Snacks",34
Kolkata,Appayan,300,2.9,"Chinese,Combo",76
Mumbai,Appetite Chinese Food,300,4.3,Chinese,52
Kolkata,Appetizer,200,4,Fast Food,61
Kolkata,Appetizers Snacks,250,2.9,"Italian,Fast Food,Beverages",78
Hyderabad,Apple Cut,300,3.9,Healthy Food  Salads  Chaat,35
Bangalore,Appu'S Donne Biryani,400,2.9,Biryani,57
Chennai,Aps Chat,200,4.2,Fast Food,83
Ahmedabad,Apsara Ice Creams,150,4.6,"Ice Cream,Desserts",30
Bangalore,Apsara Ice Creams,150,4.5,"Ice Cream,Desserts",48
Chennai,Apsara Ice Creams,150,4.4,"Ice Cream,Desserts",38
Hyderabad,Apsara Ice Creams,150,4.3,"Ice Cream,Desserts",33
Mumbai,Apsara Ice Creams,150,4.6,"Ice Cream,Desserts",24
Surat,Apsara Ice Creams,150,4.4,"Ice Cream,Desserts",34
Kolkata,Apu'S Kitchen Phool Bagan,300,4.2,"Indian,Chinese",49
Ahmedabad,Apunka Adda,200,4.2,"Snacks,Fast Food,Pizzas,Beverages",52
Ahmedabad,Apunka Addaa,250,2.9,Snacks,49
Kolkata,Aquajava Plush,800,2.9,Beverages,66
Kolkata,Arab Knights,350,3.2,"Chinese,Combo,Mughlai,Fast Food,Lebanese,North Indian,Continental,Pastas",73
Hyderabad,Arabella House Of Arabic & Lebanese Cuisine,1000,3.7,Indian,53
Hyderabad,Arabesq - Kunafa & Shawarma,200,3.7,"Arabian,Lebanese,Beverages,Juices",66
Chennai,Arabian Delights,400,4.3,"Arabian,Indian,Chinese",74
Chennai,Arabian Express,300,4.4,"Indian,Arabian",65
Chennai,Arabian Grills,150,3.6,"Chinese,Arabian",50
Hyderabad,Arabian Grills,300,4.2,"Arabian,Beverages",61
Pune,Arabian Grills,300,3.7,Indian,80
Ahmedabad,Arabian Hub,350,3.8,Arabian,35
Hyderabad,Arabian Mandi House,420,2.9,Arabian,48
Bangalore,Arabian Palace Restaurant,200,2.9,"Chinese,Tandoor,Indian",62
Chennai,Arabian Paradise,250,2.9,"Arabian,Tandoor,Grill",77
Kolkata,Arabian Wraps,200,2.9,"Fast Food,Chinese,Pizzas,Beverages",48
Chennai,Aradhana,250,2.9,Indian,48
Mumbai,Aradhana Coastal Delight,750,4.4,Seafood  Malwani  Indian,58
Hyderabad,Aradhya Chinese Fast Food Center,300,2.9,Chinese,61
Chennai,Arafa Biriyani & Kebab Point,250,3.8,"Biryani,Chinese",62
Bangalore,Araku Coffee,400,2.9,"Cafe,Beverages,Bakery,Continental,Desserts,Healthy Food,European",53
Bangalore,Aramane Donne Biriyani,300,4.3,Indian,49
Hyderabad,Arancini,700,3.6,"Pizzas,American,Italian,Snacks",37
Mumbai,Arani Snacks,200,2.9,"Snacks,Juices",44
Chennai,Arasan Bakery & Ice Cream,100,4.5,"Bakery,Ice Cream",65
Hyderabad,Arbab Kitchen,280,2.9,"Biryani,Chinese,Seafood",45
Chennai,Arcot Biriyani,150,2.9,Indian,71
Chennai,Arcot Royal Biriyani And Fastfood,200,3.5,"Biryani,Fast Food",71
Mumbai,Arey O Sambhar,350,3.8,South Indian,52
Chennai,Arezu,400,3.7,"Indian,Fast Food,Arabian",72
Kolkata,Arhaam Rasoi,250,4.1,"Indian,Biryani,Chinese",62
Ahmedabad,Arihant 2 Dosa Club,200,2.9,South Indian,49
Ahmedabad,Ark Cafe,300,2.9,"Fast Food,Beverages,Pizzas",45
Pune,Arkie'S Born Bakers,300,4.4,"Fast Food,Bakery",62
Chennai,Armaani Biryani,250,3.6,"Biryani,Arabian,Chinese",57
Kolkata,Arman Biriyani,250,4.1,Biryani,64
Bangalore,Armani Kitchen,300,3.9,"Chinese,Indian,Tandoor",53
Bangalore,Aroma Of Asia,400,4.2,Chinese,45
Pune,Aroma'S Hyderabad House - Karve Road,400,4.2,"Biryani,Mughlai,North Indian,Chinese",35
Hyderabad,Aromas Of Asia,1000,4.1,"Pan-Asian,Chinese",62
Pune,Ars Arebian Shawarma,200,2.9,"Arabian,Fast Food,Beverages",71
Kolkata,Arsalan Park Circus,700,4.3,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,51
Mumbai,Art House - The Fern Residency,800,2.9,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,48
Bangalore,Art Of Delight,250,4.6,"Ice Cream,Desserts,Beverages",34
Pune,Arthur'S Theme,800,4.3,"Italian,European",56
Bangalore,Artinci - Indulge Guilt Free!,200,4.7,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",56
Chennai,Artinci - Indulge Guilt Free!,200,4.2,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",66
Delhi,Artinci - Indulge Guilt Free!,200,4.4,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",39
Mumbai,Artinci - Indulge Guilt Free!,250,4.5,Healthy Food  Keto  Desserts  Ice Cream  Beverages  Snacks  Bakery,47
Pune,Artinci - Indulge Guilt Free!,250,4.7,"Healthy Food,Keto,Desserts,Ice Cream,Snacks,Beverages,Bakery",30
Kolkata,Artsy Coffee & Culture,700,4.3,"Continental,European,Asian",66
Chennai,Arul Chettinadu Hotel,350,4,"Chettinad,Chinese,South Indian,Seafood,Biryani",51
Pune,Arun Ice Creams,100,4.8,"Ice Cream,Desserts",64
Kolkata,Arun Tea Stall,100,4.4,Fast Food,42
Hyderabad,Arya Bhavan Pure Veg,200,4.2,Indian,53
Hyderabad,As Bakers,1400,2.9,"Bakery,Desserts",69
Delhi,Ase China,150,3.8,Chinese,45
Bangalore,Asha Food Camp,250,4.5,"Indian,Beverages,Biryani,Chinese,Desserts,Ice Cream,Juices,Tandoor,North Indian,Street Food,Chaat,South Indian",54
Bangalore,Asha Sweets Center,1000,4.3,Indian,47
Mumbai,Asha'S Kitchen,150,2.9,"Chinese,South Indian",50
Ahmedabad,Ashapura Bhojanalay,300,4.1,Indian,33
Ahmedabad,Ashapura Fast Food,200,2.9,"Fast Food,South Indian",36
Pune,Ashapuri Dining Hall,250,4,"North Indian,Chinese,Rajasthani",59
Ahmedabad,Asharfi Kulfi,200,4.4,Indian,30
Pune,Ashays Fusion Momo,200,4.7,"Chinese,Nepalese",70
Ahmedabad,Ashirwad Dining Hall,200,2.9,"Indian,Chinese",75
Ahmedabad,Ashirwad Restaurant,250,4.1,"Indian,Thalis,North Indian,Punjabi,Chinese,Continental,Snacks,Pizzas",44
Surat,Ashish Ii Restaurant,400,4.5,"North Indian,Punjabi,Chinese",33
Surat,Ashish Restaurant-Katargam,500,4.5,"North Indian,Punjabi,Chinese",49
Bangalore,Ashok Vattika,400,3.6,"North Indian,Chinese,Tandoor,Beverages,Desserts",48
Ahmedabad,Ashray,550,2.9,"Chinese,North Indian,Continental",49
Chennai,Ashvita Bistro,500,4.1,"Continental,Asian",69
Bangalore,Asia Kitchen By Mainland China,850,4.3,"Asian,Chinese,Oriental",46
Chennai,Asia Kitchen By Mainland China,850,4.4,"Asian,Chinese,Oriental",76
Kolkata,Asia Kitchen By Mainland China,850,4.5,"Asian,Chinese,Oriental",66
Mumbai,Asia Kitchen By Mainland China,850,4.3,"Asian,Chinese,Oriental",55
Pune,Asia Kitchen By Mainland China,850,4.5,"Asian,Chinese,Oriental",55
Delhi,Asia Seven,350,3.9,"Chinese,Asian,Pan-Asian,Snacks",75
Kolkata,Asian Cloud Kitchen,400,4.7,"Chinese,Burmese,Thai",67
Kolkata,Asian Deli,500,4.1,"Indian,Chinese",78
Mumbai,Asian Golden Fish,300,2.9,Chinese,37
Bangalore,Asian Hawker,350,2.9,"Chinese,Pan-Asian,Desserts,Beverages",50
Hyderabad,Asian Pizzeria,300,3,"Fast Food,Pizzas,Continental,Beverages,Desserts",41
Chennai,Asian Station,1400,4.5,Asian,66
Chennai,Asima Briyani,400,4,"Biryani,Indian,Chinese,North Indian,South Indian,Grill,Barbecue,Tandoor",73
Kolkata,Aso Basi Pasapasi Kichukhan,200,2.9,"North Indian,Chinese",90
Hyderabad,Assr Enterprises,250,2.9,Beverages,74
Surat,Asta La Vista Pasta,200,2.9,"Pastas,Italian",46
Hyderabad,Astoria Restaurant,300,3.7,"Biryani,Chinese,Indian",40
Bangalore,Ath - All Things Healthy!,200,4.5,"Healthy Food,Indian,Bakery,Snacks,North Indian,Keto",57
Hyderabad,Ath - All Things Healthy!,200,4,Healthy Food  Indian  Keto  Snacks  Bakery  North Indian,63
Kolkata,Ather Biryani,200,2.9,Mughlai,49
Chennai,Atho Grillz - G A Road,350,4,"Burmese,Indian,Chinese,Arabian",56
Chennai,Atho Kadai,150,4.1,"Street Food,Burmese,Fast Food",44
Chennai,Atho Man,350,4,"Burmese,Indian,Chinese,Arabian",49
Chennai,Atho Man Ecstasy,300,2.9,"Chaat,Chinese,Desserts,Fast Food,Ice Cream,Italian,Snacks",60
Pune,Atithi Family Restaurant And Bar,200,2.9,"Indian,Chinese,Desserts",73
Chennai,Atithi Restaurant,250,4.1,"Indian,Bengali",39
Pune,Atithi Restaurant,500,2.9,"North Indian,Punjabi",53
Bangalore,Atithi Satkaar,350,2.9,Indian,46
Chennai,Atoms By Blind Ch3Mistry,400,2.9,"Beverages,Continental,Italian",46
Delhi,Atrangi Food Cafe,250,2.9,"Chinese,Continental,Italian,Pastas,Pizzas",49
Kolkata,Ats Arun Dhaba,300,4.2,"North Indian,Chinese",53
Chennai,Atti Square,300,4.3,Indian,56
Surat,Atul Bakery,250,3.7,"Snacks,Desserts",28
Mumbai,Au Naturel Popsicle,200,2.9,"Desserts,Healthy Food,Ice Cream",47
Bangalore,Aubree,800,4.3,"Desserts,Bakery",29
Pune,Aufside @ Hotfut,400,4.4,"North Indian,Continental,American,Fast Food,Chinese,Pizzas,Desserts",53
Pune,August 1 Five,200,2.9,"Chinese,Continental,Pizzas,Pastas,Beverages",60
Bangalore,Auntie Fungs,600,4,"Chinese,Thai,Asian",59
Delhi,Aura Bakers,300,2.9,"Bakery,Indian,Chinese,Pastas,Snacks",36
Surat,Avadh Restaurant,500,4.4,North Indian,47
Delhi,Awadhi Biryani,200,2.9,"Chinese,Fast Food,Combo,Biryani,Beverages",40
Kolkata,Awadhi Biryani Darbar,400,2.9,Mughlai  Biryani  Indian  Tandoor  North Indian,46
Kolkata,Awesome,600,4.4,"Chinese,Thai",65
Hyderabad,Awesome Dimsum,600,2.9,North Indian,33
Kolkata,Awfis Space Solution Private Limited(Kloud Kitchen,500,2.9,Fast Food  Beverages,76
Hyderabad,Ayaan'S Bbq & Mataam Mandi,400,4.1,Arabian  Biryani  Mughlai,67
Kolkata,Ayan Fast Food Center,200,3.6,Indian,51
Mumbai,Ayans House Of Kebab,400,4.1,"Chinese,Indian",44
Hyderabad,Ayezas Kitchen,260,3.9,"Indian,Hyderabadi",58
Mumbai,Ayyappan Pure Veg,150,4.4,"South Indian,Chinese,North Indian,Beverages",48
Hyderabad,Azaan Bait Al Mandi,350,3.9,Biryani,33
Kolkata,Azad Hind Dhaba,400,3.7,"Indian,North Indian,Chinese,Thalis",41
Kolkata,Azad Hind Dhaba-Ballygunge,400,4.3,North Indian,62
Kolkata,Azad Restaurant,200,2.9,Beverages,62
Ahmedabad,Azad Sweets & Restaurant,200,3.8,"Fast Food,North Indian,Gujarati,Sweets",33
Bangalore,Azuki Japan Travel  Bistro And Sake,1200,4.6,"Japanese,Desserts,Pan-Asian,Bakery,Snacks",49
Surat,B & G Food Campus,200,3.7,Fast Food,44
Ahmedabad,Baa Gruh Udhyog  Fast Food Services,300,2.9,"Fast Food,Snacks,Sweets",56
Ahmedabad,Baap No Bagicho,400,2.9,"North Indian,Fast Food,Tandoor,Chinese,Beverages",48
Pune,Baasuri,400,4,"North Indian,Chinese,Desserts,Beverages",50
Kolkata,Baati Chokha,500,4.3,"North Indian,Indian",55
Pune,Baba Biryani,250,3.5,"Biryani,Indian,Chinese",59
Bangalore,Baba Chill,500,2.9,"North Indian,Chinese,Fast Food",56
Mumbai,Baba Falooda,150,4.4,Desserts  Beverages,58
Mumbai,Baba Falooda (Kurla),200,4.4,"Ice Cream,Beverages,Desserts",27
Pune,Baba G'S Momos,400,2.9,"Fast Food,Indian",77
Surat,Baba Omlet,200,2.9,North Indian,65
Surat,Baba Omlet Center,200,4.3,Fast Food,49
Pune,Baba'S Veg Non Veg,250,4.1,"North Indian,Chinese",45
Hyderabad,Babai Express,200,3.7,Snacks  South Indian  Telangana,39
Hyderabad,Babai Tiffins And Carries,200,2.9,South Indian,72
Bangalore,Babaji Bites,250,2.9,"Chinese,Tandoor",59
Chennai,Babal Da Punjabi Dabha,500,4.3,"North Indian,Punjabi,Indian,Thalis,Kebabs",37
Delhi,Bablu Best Bakers,250,3.5,"Bakery,Desserts",30
Ahmedabad,Bablu Shree Farali Center,300,4.3,"Indian,Snacks",32
Ahmedabad,Bablu Shree Farali Centre,200,3.9,Indian,35
Mumbai,Babu Moshai - The Bong Foodie,200,3.3,"Bengali,Kebabs,Mughlai,Biryani,North Indian,Fast Food,Beverages,Indian",47
Kolkata,Babumosai,299,3.9,"Indian,Chinese,Biryani,Combo",84
Kolkata,Bachan'S Dhaba,250,4.3,"North Indian,Chinese",61
Kolkata,Bachan'S Tandoori Club,250,4.5,Tandoor,67
Hyderabad,Bachchu S Chaat By Phulkaas,200,2.9,"Chaat,Snacks",39
Hyderabad,Bachelor Burgers,200,3.4,"Continental,Italian",47
Surat,Bachelor'S Food,200,2.9,Chinese,58
Mumbai,Bachelorr'S,800,4.1,Fast Food  Desserts  Beverages,47
Delhi,Backstreet Cafe,300,4,"Chinese,Fast Food,Pizzas,Snacks",50
Surat,Bacon Village,200,2.9,Continental,64
Mumbai,Baconfessions,300,4.2,Italian  Continental  Snacks,59
Delhi,Bad Food,200,2.9,"Italian,American,Beverages",63
Surat,Bada Baksa,500,2.9,"North Indian,Chinese,Tandoor,Jain,Biryani,Desserts,Beverages",44
Bangalore,Badmaash,600,2.9,"North Indian,Biryani,Indian,Punjabi,Kebabs,Mughlai,Fast Food,Hyderabadi,Desserts,Seafood",38
Mumbai,Badmash Biryani,350,3.6,"Biryani,Mughlai",49
Surat,Badmash Biryani,350,2.9,"Biryani,Mughlai",44
Mumbai,Badri'S,500,4.3,Indian,57
Surat,Badshahi Biryani,200,3.1,Biryani,34
Hyderabad,Baguette Salads,200,3.8,"Healthy Food,North Indian,Beverages",64
Bangalore,Baha Smoothies & Shakes,200,4,"Healthy Food,Juices,Beverages,Snacks,Desserts",52
Hyderabad,Bahar Biryani Cafe,350,4,"Biryani,North Indian,Chinese",50
Ahmedabad,Bait Al Majlis,350,4.1,"Chinese,Biryani,Afghani,Mughlai,Seafood,Tandoor",47
Hyderabad,Baithak,450,3.7,"Continental,Beverages",71
Hyderabad,Bake And Beans,400,2.9,"Snacks,American,Pizzas,Pastas,Beverages",36
Ahmedabad,Bake And Grill,250,2.9,"Indian,Fast Food",61
Kolkata,Bake India Dumdum,250,4.3,"Bakery,Indian",87
Surat,Bake Master,200,3.8,"Pizzas,American,Italian,Fast Food,Snacks",60
Kolkata,Bake Me Good,200,4.4,Bakery,59
Mumbai,Bake N Nuts,450,2.9,Desserts,51
Kolkata,Bake O Cake,400,4.2,"Bakery,Continental,Fast Food,Desserts",49
Mumbai,Bake Ur Day,400,4.3,"Desserts,Bakery",30
Hyderabad,Bake Zone Bakery&Lounge,300,2.9,"Desserts,Fast Food",40
Ahmedabad,Baked By Nini S,200,2.9,"Bakery,Desserts",54
Ahmedabad,Baked By Ninis,300,2.9,Bakery,39
Chennai,Baker'S Cafe,300,4.5,"Bakery,Fast Food,Italian",62
Ahmedabad,Baker'S Den,200,4.3,Bakery,38
Hyderabad,Baker'S Valley Cake House,250,2.9,"Pizzas,Fast Food",46
Hyderabad,Bakers 'Q',300,4,Bakery,44
Surat,Bakers Bunch,400,2.9,"Bakery,Fast Food,Snacks",38
Hyderabad,Bakers Magic,350,2.9,Fast Food,54
Hyderabad,Bakers S Street,450,2.9,Fast Food  Bakery  Desserts  Beverages,58
Chennai,Bakers Spring,250,4.3,"Bakery,Desserts,Fast Food",61
Hyderabad,Bakers Street,250,4.2,Bakery  Continental,49
Bangalore,Bakery By Foodhall,300,4.5,"Bakery,Italian,Desserts",51
Hyderabad,Bakewell Cake House,100,4.1,"Bakery,Fast Food,Pizzas,Sweets",66
Mumbai,Bakewills,300,2.9,"Continental,Bakery,Desserts",60
Delhi,Bakingo,300,4.3,"Bakery,Desserts,Beverages,Snacks",38
Hyderabad,Bakingo,300,4.2,Bakery  Desserts  Beverages  Snacks,57
Chennai,Bakkings Elite,300,2.9,"Bakery,Fast Food,Snacks,Pizzas,Italian-American",73
Chennai,Bakya Veg Restaurant,150,4.3,"South Indian,Chinese,North Indian",75
Ahmedabad,Balaji Bhaji Pav Dosa,200,2.9,"South Indian,Street Food",46
Hyderabad,Balaji Dhaba,400,3.6,"North Indian,Biryani,Chinese,Indian,Tandoor",35
Hyderabad,Balaji Dinesh Mithai Bhandar,200,4.1,"Sweets,Snacks",46
Hyderabad,Balaji Family Dhaba,350,3.4,Indian  Chinese,46
Hyderabad,Balaji Family Dhaba & Caterers,450,3.9,"North Indian,Chinese",33
Mumbai,Balaji Idli House,600,4.1,"North Indian,South Indian",50
Hyderabad,Balaji Jainarayan Mithai Bhandar,300,3.8,Sweets  Snacks  Bengali,69
Hyderabad,Balaji Mithai Bhandar,300,4.2,Sweets,26
Hyderabad,Balaji Mithai Wala & Chat,150,4,Sweets,45
Hyderabad,Balaji Mohanlal Mithai Bhandar,200,2.9,Sweets,84
Hyderabad,Balaji Papalal Mithai Wala,200,4.2,"Sweets,Desserts",53
Chennai,Balaji Sandwich Stall,200,4.6,"Snacks,Continental",40
Hyderabad,Balaji Santosh Dhaba,350,4,"North Indian,Chinese",27
Hyderabad,Balaji Santosh Family Dhaba,300,4.2,"North Indian,Tandoor,Chinese",35
Hyderabad,Balaji Sitaram Mithai Bhandar,150,4.1,"Sweets,Fast Food",37
Hyderabad,Balaji Tiffins,150,4.1,South Indian,71
Hyderabad,Balaji Vishnu Sweet House,150,2.9,Sweets,29
Kolkata,Balaram Mullick & Radharaman Mullick Sweets-Bhawanipur,300,4.5,Desserts  Fast Food  Bakery,54
Kolkata,Balle Balle Dhaba,500,4.1,"North Indian,Punjabi,Biryani",59
Delhi,Ballu Bawarchi,300,2.9,"North Indian,Biryani,Mughlai,Tandoor",50
Kolkata,Ballygunge Dhaba,500,4.3,"North Indian,Biryani,Chinese",59
Kolkata,Balwant Singh'S Eating House,600,4.1,North Indian,61
Pune,Bamboo House,1000,4,"Mughlai,North Indian,Continental",39
Chennai,Bamboo Kitchen,400,4.2,"Chinese,Thai",71
Bangalore,Bamboo Veg House,250,2.9,"Indian,Chinese,Sweets",66
Bangalore,Bamey'S Restro Cafe,400,4.4,"Chinese,Thai,Nepalese",56
Mumbai,Bammaye Chinese,300,2.9,Chinese,38
Ahmedabad,Banana Leaf,500,3.9,South Indian,45
Chennai,Banana Leaf,300,3.8,"South Indian,Biryani,Chinese",54
Kolkata,Banana Leaf,200,4.4,South Indian,72
Kolkata,Banana Leaf @ Komala Vilas,500,4.4,"South Indian,Beverages",86
Kolkata,Banana Leaf@Komala Vilas,200,4.5,South Indian,68
Kolkata,Banani'S Kitchen,200,3.3,"Indian,Bengali,Fast Food,Snacks,Home Food,Pastas",76
Pune,Banarasiya,400,2.9,Tandoor,65
Kolkata,Banchharam'S,150,4.4,Sweets  Desserts,37
Kolkata,Bandana Chat Centre,200,4.2,Snacks  Chinese,42
Mumbai,Bandra Grillz,350,2.9,Chinese  Lebanese  Kebabs  Mughlai  Indian,54
Kolkata,Bangali Bhoj,250,3.9,Bengali,77
