City,Restaurant,Price,Avg ratings,Food type,Delivery time
Kolkata,New Arsalan Biryani Tangra,300,2.9,"Biryani,Combo",62
Hyderabad,New Astoria Restaurant,450,3.8,"Chinese,Biryani",34
Pune,New Aswad Gomantak,200,2.9,"Indian,Seafood,Biryani,Thalis",55
Kolkata,New Banglar Rannaghar,200,4.1,Chinese  Indian,91
Kolkata,New Banglar Rannaghor,200,4,"Bengali,Indian,Chinese,Snacks",78
Mumbai,New Banglore Iyengars Bakery,400,2.9,"Bakery,Snacks",47
Kolkata,New Bharat Sweets,100,4,Sweets,78
Mumbai,New Bismillah Caterers,300,3.6,Biryani  Indian,36
Mumbai,New Bismillah Restaurant,500,3.3,"Indian,Tandoor ,indian",49
Ahmedabad,New Bombay Biryani,160,3.8,Biryani,39
Mumbai,New Cafe Marol,350,3.9,North Indian  Chinese  Mughlai  Tandoor  Desserts  Fast Food  Beverages,50
Kolkata,New Chaturbhuj Mistanna Bhandar,200,4.4,Sweets  Snacks,57
Hyderabad,New Deccan Bakers And Sweet Shop,100,3.7,"Sweets,North Indian,Bakery",58
Bangalore,New Dillibite,300,2.9,"Bengali,Chinese,Indian",47
Delhi,New Durga Corner,150,4.1,"South Indian,Chinese",40
Delhi,New Durga Dosa Corner,150,4,"South Indian,Snacks,Fast Food,Indian",51
Surat,New Egg Zone,100,2.9,"Fast Food,Indian",30
Surat,New Famous Chinese,200,4.5,Chinese,30
Mumbai,New Food Inn,300,4,"Indian,Chinese",47
Ahmedabad,New Freeze Land,350,4.3,"Pizzas,Beverages,Chinese,Snacks,Pastas,Combo,Desserts,Chaat,Indian,Fast Food,Juices",32
Ahmedabad,New German Waffles & Co,200,2.9,"Beverages,Desserts,Fast Food",61
Kolkata,New Gharib Nawaz Restaurant,150,4.5,"Biryani,Chaat,Desserts,Beverages",53
Ahmedabad,New Girish Coldrinks,200,4.1,"Juices,Beverages,Desserts",27
Kolkata,New Haji Kolkata Biryani House,100,3.7,"Biryani,Indian",71
Hyderabad,New Handi Biryani,200,3.9,"Chinese,Biryani,Kebabs,South Indian,Beverages",29
Chennai,New Hotel Madina Biriyani,300,2.9,"Indian,Chinese,Combo",49
Surat,New Janta Ice Cream,200,4.1,"Ice Cream,Desserts,Beverages",34
Bangalore,New Kadai Restaurant,400,4.1,"Tandoor,Chinese,Juices,Ice Cream",53
Kolkata,New Kalpana Mistanna Bhander,200,4.7,Desserts,75
Pune,New Kalyan Bhel,150,4.4,"Chaat,Snacks,South Indian,Beverages",60
Ahmedabad,New Karnavati Dabeli,100,2.9,"Snacks,Fast Food,Pizzas",47
Ahmedabad,New Karnavati Dabeli And Vadapav,150,4.1,"Street Food,Fast Food,Chaat,Beverages",44
Mumbai,New Khalsa Punjab,450,2.9,Mughlai  North Indian  Chinese,65
Ahmedabad,New Krishna Bakery,200,2.9,Bakery,80
Bangalore,New Krishna Sagar,100,4.1,"South Indian,North Indian,Chinese,Snacks",59
Mumbai,New Lajawaab Seekh Corner,200,4.3,Indian,34
Kolkata,New Lazzat Biryani,200,2.9,Biryani,56
Bangalore,New Life Kerala Mess,200,4.3,South Indian,50
Chennai,New Loyola Fast Foods,250,4.2,"Chinese,Biryani",53
Kolkata,New Maa Kali South Indian Food Centre,400,3,South Indian,88
Kolkata,New Maa Tara Hindu Hotel,300,2.9,Bengali,68
Mumbai,New Madras,650,4.3,Mughlai  North Indian  Chinese  South Indian,45
Kolkata,New Madras Tiffin,250,4.4,"South Indian,Beverages",41
Kolkata,New Maharaj,200,4.8,Indian  Fast Food  Beverages  Combo  Chinese,73
Surat,New Maharaja Restaurant,350,2.9,Fast Food,48
Ahmedabad,New Mehfil Restaurant,300,4.4,"North Indian,Continental",48
Hyderabad,New Minerva Sweets,250,4.3,"Sweets,Chaat,Desserts",62
Ahmedabad,New Mumbai Fresh Vadapav,200,2.9,Indian,36
Pune,New Naaz Caterers Biryani House,300,3.8,"Biryani,Indian",65
Mumbai,New Neelam Restaurant And Bar,196,2.9,Chinese  Indian,48
Pune,New Neeta Veg And Nonveg,300,2.9,"Indian,Biryani",37
Kolkata,New Nijam Biryani & Fast Food,300,2.9,"Indian,Biryani",60
Kolkata,New Noodle King,300,4,"Chinese,Seafood",53
Delhi,New Oye Punjabi,350,2.9,"Punjabi,North Indian,Chinese",55
Pune,New Paratha Center,200,2.9,Indian,69
Kolkata,New Paul Dhaba,400,3.9,"North Indian,Chinese",42
Kolkata,New Paul Dhaba - Veggie Hub,250,4.2,"North Indian,Chinese,South Indian,Fast Food,Tandoor",42
Kolkata,New Paul Dhaba Delight,200,3.9,"North Indian,Chinese",43
Pune,New Poona Bakery And Cafe,300,4.1,Bakery,58
Ahmedabad,New Prince Bhajipav Corner,300,4.1,"Fast Food,South Indian",44
Kolkata,New Punjab Khalsa Hindu Hotel,250,2.9,North Indian,41
Mumbai,New Punjab Restaurant,200,3.9,Indian,58
Mumbai,New Punjab Restaurant & Bar (King Circle),750,4.3,Mughlai  North Indian  Chinese  Seafood,58
Delhi,New Punjabi Dhaba,300,3.3,North Indian,47
Bangalore,New Punjabi Hotel,250,3.9,"North Indian,Punjabi,Tandoor,Chinese",57
Kolkata,New Punjabi Hotel Ajanta,300,4.2,"North Indian,Chinese",86
Delhi,New Punjabi Rasoi,300,3.7,North Indian,52
Ahmedabad,New Purohit Chawana And Sweet Mart,200,4.1,Snacks,35
Hyderabad,New Royal Kitchen,200,2.9,Italian  Beverages,46
Hyderabad,New Sai Kailash Dhaba,250,4.2,"Chinese,Biryani,Combo",54
Hyderabad,New Sangam Hotel,230,2.9,"North Indian,Indian,Chinese,Snacks",33
Chennai,New Seoul,1500,4.3,"Japanese,Korean",64
Hyderabad,New Shahi Naan,49,2.9,Indian,34
Mumbai,New Shalimar,400,3.9,"Indian,Chinese,Continental",56
Mumbai,New Shalimar Cold Drink House,120,2.9,"Desserts,South Indian,Pizzas,Fast Food,Juices,Snacks",44
Bangalore,New Shanthi Sagar,400,4.1,"North Indian,Chinese,Fast Food",51
Bangalore,New Shanti Sagar,200,4,"South Indian,Chinese,North Indian,Fast Food",50
Bangalore,New Shanti Upahar,200,4.4,South Indian,50
Hyderabad,New Sharma Chat House,150,4.2,Chaat  Snacks  Beverages,58
Kolkata,New Shiv Namkeen And Sweets,150,4.4,Sweets  Indian,64
Surat,New Shree Sainath Food Parlour,200,3.5,"Indian,Thalis,Punjabi",37
Kolkata,New Simla Restaurant,150,3.9,Biryani,52
Chennai,New Star Hotel,300,2.9,"Biryani,Chinese,South Indian",50
Bangalore,New Taj Briyani,200,2.9,"Biryani,Chinese",55
Surat,New Taj Mahal Restaurant,180,3.7,"Punjabi,Chinese",41
Pune,New Vishal Restaurant,300,3.9,North Indian,71
Mumbai,New Welcome Dosa Corner,200,2.9,South Indian,44
Mumbai,New York Waffle & Dinges,300,2.9,Desserts  Beverages,46
Hyderabad,New York Waffles & Dinges,300,3.3,"Desserts,Beverages,Fast Food",36
Mumbai,New Yorker,900,4.8,"Italian,American",45
Kolkata,New Zoya Biryani,200,3.7,Mughlai,41
Mumbai,Newlazeezcateres,200,2.9,Lebanese,46
Mumbai,Newyork Burrito Company,500,4.3,"Mexican,American,Snacks",36
Chennai,Neythal Restaurant,300,4.2,"Biryani,Chinese,Indian",69
Delhi,Nh1 Bowls - Highway To North,250,3.9,"North Indian,Biryani,Combo,Snacks",38
Mumbai,Nh1 Bowls - Highway To North,250,3.3,"North Indian,Biryani,Combo,Snacks",45
Pune,Nh1 Bowls - Highway To North,250,3.8,"North Indian,Biryani,Combo,Snacks",37
Bangalore,Nh8,350,4,"Rajasthani,Gujarati,North Indian,Snacks,Desserts,Beverages,Thalis,Chaat",63
Ahmedabad,Nic Natural Ice Creams,120,4.6,"Ice Cream,Desserts",30
Bangalore,Nic Natural Ice Creams,120,4.6,"Ice Cream,Desserts",40
Chennai,Nic Natural Ice Creams,120,4.5,"Ice Cream,Desserts",52
Delhi,Nic Natural Ice Creams,120,4.5,"Ice Cream,Desserts",35
Hyderabad,Nic Natural Ice Creams,120,4.5,"Ice Cream,Desserts",23
Kolkata,Nic Natural Ice Creams,120,4.8,"Ice Cream,Desserts",37
Mumbai,Nic Natural Ice Creams,120,4.6,Ice Cream  Desserts,37
Pune,Nic Natural Ice Creams,120,4.6,"Ice Cream,Desserts",31
Surat,Nic Natural Ice Creams,120,4.7,"Ice Cream,Desserts",28
Hyderabad,Nice Day Baquares And Ice Creams,100,2.9,Chinese,38
Kolkata,Nice Fried Chicken,250,2.9,Chinese,50
Hyderabad,Nice Tiffins,200,4.1,South Indian,41
Surat,Nicks Kitcchen,200,2.9,"Indian,Desserts",65
Kolkata,Nidhees Fast Food,200,2.9,"Chinese,Fast Food",83
Chennai,Nifra Hot And Sweets,150,2.9,"Snacks,Beverages",52
Kolkata,Nigars Kitchen,200,3.8,"Indian,North Indian,Chinese,Combo,Snacks,Sweets,Beverages",77
Mumbai,Night Wolf,100,2.9,Lebanese,57
Hyderabad,Nikhils Hot&Spice Chinees Fast Food,300,4,Chinese,26
Pune,Nimantran Restaurant & Bar,1000,4.5,"North Indian,Chinese,Seafood,Fast Food",49
Pune,Nimrah Biryani,250,2.9,"North Indian,Biryani,Chinese",72
Delhi,Nine 11,800,4.1,"Indian,North Indian",50
Delhi,Nine Dragon,400,3.7,"Chinese,Indian",37
Pune,Nine Square,300,2.9,"Chinese,North Indian,Continental,Desserts",63
Ahmedabad,Nini'S Kitchen,1000,4.4,"North Indian,Italian,Lebanese,American,Mexican",39
Mumbai,Nino Burgers,700,4.5,"American,Snacks",54
Pune,Nipr Bar,600,4.6,"Continental,Italian,North Indian",58
Pune,Niranjan Veg Restaurant,500,4.3,"North Indian,Chinese,South Indian,Fast Food",34
Kolkata,Nirmal Food Plaza,250,4.1,"South Indian,Indian,Chinese,Snacks",83
Delhi,Nirmal Vada Pav,250,2.9,"Street Food,Fast Food",53
Delhi,Nirula'S,500,4.2,"Ice Cream,Desserts,Beverages",39
Pune,Nisarg,1200,4.4,"North Indian,Seafood,Malwani",48
Bangalore,Nisarga Garden,200,4.1,"North Indian,South Indian,Chaat,Beverages",56
Bangalore,Nisarga Restaurant,300,2.9,"North Indian,Chinese,Snacks",53
Kolkata,Nisha'S Veg Kitchen,300,4.4,"Indian,Rajasthani,Punjabi,Thalis,Desserts,Beverages",97
Ahmedabad,Nishat Restaurant Tawa Fry,400,4.1,"Mughlai,North Indian",34
Kolkata,Nishav'S Kitchen,100,2.9,Chinese,62
Mumbai,Nita Tandoor Shawarma,400,3.8,Fast Food  Snacks,51
Hyderabad,Nitchal Grand Restaurant,250,2.9,"North Indian,Chinese,Tandoor,Biryani",53
Chennai,Nithya Amirtham,200,4.5,"South Indian,Sweets,North Indian,Chinese,Snacks",57
Chennai,Nithya Amirtham Sweets,200,4.6,"Sweets,Snacks,Desserts,Beverages",47
Pune,Nitrobuzz,400,2.9,"Cafe,Desserts,Ice Cream,Beverages,Pastas,Salads",52
Mumbai,Nityam Food Court,300,4.3,Snacks  South Indian  Chaat  Chinese  Indian  Tandoor,56
Mumbai,Nityanand Family Restaurant Manglorian Style,300,2.9,"Indian,Chinese,Seafood",43
Mumbai,Nityanand Restaurant,350,3.8,"Street Food,North Indian,South Indian",36
Mumbai,Nivala Apka Apna,200,5,"North Indian,Chinese,Indian",48
Delhi,Nivetha Dosa Corner,150,4.1,South Indian,31
Pune,Niwara Cafe And Snacks,518,2.9,"Fast Food,Pizzas,Pastas",47
Chennai,Niyaz Biriyani,300,2.9,"Biryani,Chinese,South Indian",67
Chennai,Nizam Biryani Catering,400,4.2,"Biryani,Chinese",56
Bangalore,Nizam'S Kitchens,450,4.1,"Biryani,Andhra,Hyderabadi,South Indian,North Indian,Tandoor,Beverages,Desserts",59
Hyderabad,Nizami Shawarma,250,2.9,"Arabian,Beverages",65
Pune,Nizams Biryani,400,2.9,Indian,65
Kolkata,Nmco - Natural Milkshake Company By Mama Mia!,300,2.9,Beverages,47
Ahmedabad,No Mad Baker - The Pizzeria,600,4,Pizzas,50
Bangalore,No.10 Fort Cochin,250,4.2,"Seafood,Kerala,Biryani",32
Pune,Noble Bake Food,100,4,Bakery,64
Pune,Noble Bake House,200,4.4,Bakery,53
Chennai,Nolita,1200,4.1,"Italian,Beverages,Ice Cream,Pizzas,Snacks,Desserts,Pastas,Greek,Salads,Continental",51
Delhi,Nomad Pizza- Traveller Series,700,4.2,"Pizzas,Beverages,Continental",74
Surat,Noman Amdawadi Tawafry,250,4.1,"Mughlai,North Indian,Indian,Chinese,Tandoor,Hyderabadi",58
Kolkata,Noni Ramish Nataraj Restaurant,540,2.9,"Indian,Biryani,Chinese",66
Mumbai,Noodle Bar,550,2.9,Chinese  Continental,58
Kolkata,Noodle Chef,350,4,"Chinese,Fast Food",60
Ahmedabad,Noodle Co.(Navrangpura),200,2.9,Indian,49
Chennai,Noodle Doodle,250,3.7,"Chinese,Combo,Tibetan",70
Delhi,Noodle House,300,4,"Chinese,Thai,Japanese,Tibetan",37
Kolkata,Noodle Oodle,600,4.1,Chinese,83
Kolkata,Noodle Time,200,4.3,"Chinese,Fast Food",50
Pune,Noodles & Co,300,2.9,Chinese,37
Hyderabad,Norfest - The Dhaba,250,4.2,Indian,35
Delhi,Nori,800,2.9,"Asian,Chinese,Burmese,Thai,Seafood",69
Mumbai,North Indian Chef,300,3.5,North Indian,58
Kolkata,North Pole,200,2.9,Fast Food  Beverages,53
Mumbai,Nosh & Beyond,1000,4.7,Cafe  Italian  Pizzas  Fast Food  Combo  Beverages  Desserts,51
Mumbai,Nothing But Chicken,400,4.4,"Salads,Raw meats",43
Pune,Nothing But Chicken,400,2.9,"Salads,Raw meats",52
Bangalore,Noto - Healthy Ice Cream,250,4.3,"Ice Cream,Healthy Food,Desserts",54
Chennai,Noto - Healthy Ice Cream,250,2.9,"Healthy Food,Ice Cream",45
Mumbai,Noto - Healthy Ice Cream,190,4.5,Ice Cream,44
Pune,Noto - Healthy Ice Cream,250,2.9,Ice Cream,44
Chennai,Novelty Tea House,450,4.1,"North Indian,South Indian,Chinese",39
Hyderabad,Nrs Anand Tiffins,150,3.8,South Indian,39
Hyderabad,Nrs Cafe Nandini,150,4.3,South Indian  Juices  Indian,65
Hyderabad,Nrs Hotel Sanman,150,4.1,"South Indian,North Indian",57
Hyderabad,Nrs Mamatha Darshini,150,4.3,"South Indian,Chinese",28
Hyderabad,Nrs Nandini,150,4.3,South Indian,27
Kolkata,Nu Variety,350,4.5,North Indian  South Indian  Fast Food,49
Hyderabad,Nue Cafe,800,3.9,"Pastas,Snacks,Salads,Juices,Sweets,Bakery,Beverages,Continental,Italian",73
Chennai,Nungambakkam Chaat Corner,150,4.1,"Chaat,Street Food",47
Kolkata,Nusrats,150,4.7,"Biryani,Indian,Combo,Beverages,Fast Food",70
Bangalore,Nutribites,150,4.6,"Healthy Food,Juices",47
Pune,Nutrihunger,350,2.9,Healthy Food,67
Pune,Nutrimonk.Life,200,3.9,"Healthy Food,Fast Food,Biryani,Continental,Salads",80
Delhi,Nutriobox,450,4.2,"Salads,Continental,Juices,Healthy Food",51
Surat,Nv Fastfood,150,4,"Fast Food,North Indian,Chinese,South Indian,Snacks,Pizzas",26
Chennai,Nxtdoor,200,4.6,"Continental,Italian,Beverages",46
Chennai,Nypfc - New York Pizza & Fried Chicken,350,4.2,"Fast Food,Pizzas",59
Kolkata,O Asia,300,2.9,"Chinese,Pan-Asian,Combo,Oriental,Middle Eastern,Lebanese",76
Mumbai,O Cakes,300,4.4,"Desserts,Bakery,Sweets",38
Mumbai,O Pedro,1800,4.4,"Goan,Portuguese",50
Pune,Oakleaf,1000,2.9,"North Indian,Italian",54
Kolkata,Oasis,900,4.3,"Indian,Chinese,Continental",61
Chennai,Oasis - Radisson Blu Hotel,600,2.9,"Chinese,Indian",53
Pune,Oasis The Royal Biryani,500,3.6,"Biryani,North Indian,Beverages,Combo,Desserts",60
Mumbai,Oasiss Cakes & Icecreams,150,3.9,"Ice Cream,Desserts,Bakery",42
Hyderabad,Occasionkart.Com,800,2.9,"Desserts,Bakery",52
Kolkata,Ocean Grill,300,2.9,North Indian  Chinese  Italian  Continental,82
Surat,Ocean Star,300,2.9,"North Indian,Seafood",51
Hyderabad,Ocean'S Basket,1500,3.8,Seafood,74
Kolkata,Octa,800,4,"Asian,Chinese,Indian,Continental,Italian,American,Japanese",62
Hyderabad,Ofen,300,4.3,"European,Italian,Continental,Desserts",59
Kolkata,Officer'S Kitchen,250,4.2,"Chinese,Indian,Tandoor",72
Mumbai,Oh ! Dum Biryani Taste Bangal,200,3.8,Biryani,50
Chennai,Oh My Shawarma,200,4.4,Arabian,47
Hyderabad,Oh My Shawarma,300,4.3,Indian,55
Hyderabad,Oh So Stoned,300,3.9,Ice Cream  Desserts,68
Mumbai,Oh Soy,300,4.1,Chinese  Asian  Korean  Pan-Asian  Seafood  Thai  Japanese  Sushi  Burmese  Tibetan,46
Bangalore,Oh! Calcutta,800,4.3,Bengali,36
Mumbai,Oh! Calcutta,800,4.4,Bengali,58
Hyderabad,Oh! Punjab,300,4.3,"Punjabi,North Indian,Chinese",75
Kolkata,Ohh Delicious,400,2.9,"Indian,North Indian",80
Mumbai,Ohh My Fudge,100,2.9,Desserts  Ice Cream,68
Mumbai,Ohhdaily- Healthy & Homely Tiffins,200,4.1,"Thalis,Indian,Home Food",41
Hyderabad,Ohri'S Cake Nation,600,4.1,Desserts  Bakery,52
Hyderabad,Ohri'S Eatmor,600,4.2,"Ice Cream,Beverages,Desserts,Chaat,Italian",37
Hyderabad,Ohri'S Ming'S Court,500,4,Chinese,39
Hyderabad,Ohri'S Uppu,400,3,"Andhra,South Indian",68
Mumbai,Oishi Oishi By Persian Darbar,600,2.9,Chinese  Japanese  Pan-Asian  Tibetan  Asian  Beverages,51
Chennai,Okadey'S,200,4.5,"North Indian,Chinese,Indian,Ice Cream,South Indian,Juices",57
Hyderabad,Okra - Marriott,1000,3.9,"North Indian,Chinese,Biryani",70
Ahmedabad,Old Delhi Biryani,200,2.9,"Biryani,Indian",40
Chennai,Old Madras Baking Company,300,4.6,"Bakery,Desserts",37
Kolkata,Old Mate'S,500,2.9,"Continental,Chinese",90
Chennai,Old Mercara,650,4.4,Ice Cream,45
Kolkata,Old Monks,500,2.9,"Snacks,Chinese,Indian",76
Hyderabad,Old Mumbai Ice Cream,200,3.7,Ice Cream,28
Chennai,Olive And Basil,500,3.8,Chinese,37
Mumbai,Olive Pizzeria,800,2.9,"Pizzas,Fast Food,Italian",48
Kolkata,Olive-Hotelniharika,200,2.9,"Fast Food,Chinese,Indian",66
Chennai,Oliver Garden Cater,100,2.9,Fast Food,58
Hyderabad,Om Best Paratha,200,4,North Indian,37
Ahmedabad,Om Food Center - Vastrapur Lake,200,4.1,"Indian,North Indian,Punjabi,Gujarati,Thalis,Combo",44
Pune,Om Pure Veg,300,2.9,"North Indian,Snacks",62
Pune,Om Sadguru Snacks Center,120,2.9,"South Indian,Snacks",34
Surat,Om Sai Fast Food,250,3.8,"Fast Food,Beverages",39
Mumbai,Om Sai Juice And Fast Food,250,3.9,"Fast Food,Beverages",38
Mumbai,Om Sai Ram Dolphin Frankee,350,4.6,"Fast Food,Beverages",41
Pune,Om Sai Wadewale,200,2.9,Snacks,78
Surat,Om Sairam Fastfood,100,2.9,Fast Food,48
Hyderabad,Om Sairam Hospitality Services,200,4.4,Indian  South Indian  Chinese,67
Bangalore,Om Shiva Shakthi Chats Center,150,4.4,"Fast Food,Chaat,Beverages",51
Kolkata,Om Shree Hari,250,2.9,Fast Food  Continental  Chinese,52
Kolkata,Om Snacks Center,300,2.9,"Chinese,Tandoor,Indian",53
Kolkata,Omelette King,400,4.2,"Indian,Fast Food,Snacks",66
Chennai,Omleterian,250,4.3,"Healthy Food,Snacks",67
Delhi,On A Roll,250,4,Fast Food,36
Kolkata,Onam Restaurant,250,4.1,"Chinese,South Indian,Continental",53
Kolkata,Once Upon A Noodle By Ambuja Neotia,599,4.4,Chinese,72
Ahmedabad,One Bite,250,2.9,"Fast Food,Snacks,Desserts,Beverages",52
Mumbai,One By Two,100,4.2,Chinese,44
Ahmedabad,One Fine Dine The Cloud Kitchen,280,2.9,"Indian,Pizzas,Fast Food",52
Mumbai,One More Bite,200,2.9,"Bakery,Desserts,Sweets",43
Kolkata,One Step Up,800,4.6,Continental,61
Pune,One Way Paratha,250,4.3,"North Indian,Fast Food",73
Bangalore,Onesta,200,3.9,"Italian,Desserts,Pizzas,American,Snacks",57
Hyderabad,Onesta,200,3.6,"Italian,Desserts,Pizzas,American,Snacks",58
Mumbai,Only Bhuna,400,2.9,North Indian,57
Mumbai,Only Chicken Asian Fusion,300,2.9,Chinese,42
Chennai,Only Combo'S,400,2.9,"Chinese,Combo",59
Surat,Only Dhosa,300,4.4,South Indian,58
Ahmedabad,Only Home Delivery,300,3.7,"North Indian,Chinese,Combo,Desserts,Beverages,Biryani,Salads",50
Mumbai,Only Parathas ( Pure Veg ),200,4.3,"Street Food,North Indian",48
Mumbai,Only Roti'S,250,4.6,Fast Food,61
Mumbai,Opa! Bar & Cafe,1000,4,"Salads,Kebabs,American,Mediterranean,Desserts",46
Mumbai,Orange Cakes And Bakers,500,4.1,"Bakery,Desserts",48
Chennai,Orange Wok,500,4,"Chinese,Beverages,Desserts,Combo",70
Bangalore,Orbis Restaurant,400,3.8,"North Indian,Biryani,Arabian,Chinese,Snacks,Beverages,Desserts",51
Pune,Ori Story - Chinese & Oriental,300,2.9,"Chinese,Oriental,Fast Food,Combo",70
Mumbai,Oriental Combo Box,300,4.2,Chinese,36
Mumbai,Oriental Dream- The Asian Cuisine,200,2.9,"Chinese,Pan-Asian,Fast Food,Beverages",53
Ahmedabad,Oriental Majik,200,2.9,"Chinese,Combo,Asian",52
Chennai,Oriental Majik,200,2.9,Indian,85
Surat,Oriental Majik,200,2.9,"Chinese,Combo,Asian",68
Delhi,Oriental Mom,600,4.2,"Asian,Chinese,Thai,Burmese",60
Mumbai,Oriental Pure Veg,300,2.9,Chinese,44
Hyderabad,Oriental Tales - By Rayalaseema Ruchulu,399,2.9,"Chinese,Pan-Asian,Seafood,Oriental",60
Mumbai,Origami Japanese & Korean Restaurant,2500,4.4,"Japanese,Korean,Barbecue",48
Pune,Origin Bistro,400,4.4,"Continental,Italian,European",73
Pune,Origins,1600,4.5,"Thai,Indonesian,Japanese,Burmese",66
Kolkata,Orko'Ss Restaurant & Lounge Bar,1200,2.9,"Indian,Bengali,Chinese",76
Delhi,Oro By Radisson Blu,1000,2.9,Desserts,58
Chennai,Osb Hot & Chat,200,4.3,"Street Food,South Indian,North Indian",77
Chennai,Ottoman Baklava,500,4.4,North Indian,46
Pune,Ottoman Eats,300,4.1,"Lebanese,Kebabs,Fast Food,Beverages",70
Kolkata,Oudh 1590,1000,4.3,"Biryani,Mughlai,North Indian,Awadhi,Kebabs,Lucknowi",71
Pune,Oum Kailash Dairy,150,2.9,Desserts,38
Pune,Out Of The Oven,200,2.9,Bakery,66
Surat,Oven & Grill,250,3.7,"Pizzas,Combo,American,Desserts,Beverages,Snacks",60
Ahmedabad,Oven Story Pizza,600,4,"Pizzas,Italian",36
Bangalore,Oven Story Pizza,600,4.1,Pizzas,44
Chennai,Oven Story Pizza,600,4.1,Pizzas,51
Delhi,Oven Story Pizza,600,3.6,"Pizzas,Italian",47
Hyderabad,Oven Story Pizza,600,3.9,Pizzas,37
Kolkata,Oven Story Pizza,600,4.1,Pizzas,58
Mumbai,Oven Story Pizza,600,3.8,"Pizzas,Italian",37
Pune,Oven Story Pizza,600,4,Pizzas,46
Kolkata,Overdose,400,3.9,Chinese,70
Chennai,Ox & Tomato,500,4.4,"Italian,Pizzas,Pastas,Desserts,Continental,Salads",55
Chennai,Oyalo Pizza,350,4.3,Pizzas,46
Delhi,Oye Chhotu,300,2.9,"Mughlai,North Indian,Tandoor",47
Mumbai,Oye Kiddan,300,4,North Indian,39
Pune,Oye Kiddan,200,4.1,"Punjabi,North Indian,Desserts,Thalis,Combo",65
Bangalore,Oye Kulcha!,200,2.9,"North Indian,Punjabi,Street Food,South Indian",37
Mumbai,Oye Pappe!,250,2.9,"North Indian,Biryani,Combo",34
Kolkata,Oye Pizza,200,2.9,Indian,79
Ahmedabad,Oye! Tandoor,200,2.9,"Indian,Arabian",44
Kolkata,Oye!! Paratha,150,2.9,North Indian,61
Pune,P R Rolls House,200,2.9,"Indian,Fast Food,Beverages",76
Ahmedabad,P Se Pavbhaji,150,4.4,"Street Food,Fast Food,Combo,Snacks,Beverages,Desserts",50
Surat,P. Hotel Bhagat Tarachand,400,4.1,"North Indian,Chinese,Punjabi",39
Ahmedabad,P.Bhagat Tarachand,400,2.9,North Indian,46
Delhi,Pa Pa Ya,800,4.1,"Japanese,Pan-Asian,Thai,Sushi,Chinese",76
Mumbai,Pa Pa Ya,600,4,"Asian,Chinese,Japanese,Pan-Asian,Thai,Sushi,Oriental,Desserts",59
Mumbai,Paa G,400,2.9,North Indian  Chinese  Italian,62
Ahmedabad,Paaji De Parathe,200,2.9,North Indian,45
Pune,Paaji'S Paratha House,200,4,"North Indian,Chinese",84
Bangalore,Paakashala,500,4.3,"South Indian,North Indian,Chinese",37
Surat,Paan Casa,200,2.9,"Fast Food,Beverages",58
Bangalore,Paandikadai-Chettinad Kitchen By Salt,400,3.9,"Biryani,Combo,South Indian,Chettinad",60
Bangalore,Pabrai'S Fresh & Naturelle Ice Creams,180,4.4,"Ice Cream,Desserts",36
Kolkata,Pabrai'S Fresh And Naturelle Ice Cream,200,4.8,Ice Cream,57
Kolkata,Pabrai'S Fresh And Naturelle Ice Creams,200,4.8,Ice Cream,68
Kolkata,Pabrai'S Fresh And Naturelle Icecream,300,4.9,"Ice Cream,Beverages,Desserts",37
Chennai,Pachcha Kaththi,400,2.9,Indian,78
Chennai,Pacifica - Beverly Hotel,600,2.9,"Chinese,North Indian",49
Ahmedabad,Page One,250,2.9,"Chinese,Indian,Fast Food,Continental,Oriental",54
Bangalore,Pai Vihar Grand,250,4.3,"Chinese,North Indian,South Indian",32
Bangalore,Paivihar,300,2.9,"Chinese,Indian",38
Delhi,Pakwan,300,3.7,"Mughlai,North Indian,Chinese",46
Chennai,Pakwan Chennai,1200,4.3,"North Indian,Chinese,Italian",70
Hyderabad,Palace Heights,1700,3.8,"North Indian,Chinese,Biryani,Continental,Mughlai",44
Pune,Palace Of Theme Cakes,400,2.9,Bakery,55
Hyderabad,Palamuru Grill,600,4.1,"South Indian,Kebabs,Biryani",63
Pune,Palavi,400,4.2,"Mughlai,North Indian,Chinese,Fast Food",53
Ahmedabad,Paldi Juice Corner,150,4.1,"Beverages,Juices",25
Pune,Pallavi Pure Veg,300,2.9,"North Indian,South Indian,Chinese,Beverages,Desserts",35
Chennai,Pally Tastei Food (Perambur),250,3.9,"Chinese,North Indian,South Indian",53
Chennai,Palm Jumeira,400,3.9,"Indian,Chinese,Arabian,Biryani,Beverages,Desserts",45
Bangalore,Palmgrove Ballal Residency,400,4.4,"Chinese,Coastal,Desserts,Fast Food,Jain,North Indian,South Indian",37
Chennai,Palmshore,400,4,Arabian,44
Ahmedabad,Paltan'S By The Tiffinwales,250,2.9,"Indian,Combo",49
Delhi,Pan & Grill,200,2.9,Snacks,55
Surat,Pan Asian Culture,400,3.6,Pan-Asian,51
Pune,Pan Biryani,200,2.9,"Biryani,Snacks,Fast Food,Lebanese,Combo",51
Mumbai,Pan World Cafe,100,4.4,Paan,49
Hyderabad,Panchakattu Dosa,100,4.5,South Indian,73
Pune,Panchali Restaurant,500,4.3,North Indian,33
Hyderabad,Panda Momos,250,2.9,Chinese,39
Ahmedabad,Pandeji Parcel Point,200,2.9,"North Indian,Chinese,South Indian",48
